# perft_suite_960_xfen.txt - the same 960 start positions written in X-FEN.
#
# X-FEN writes Chess960 castling as plain KQkq, where K means the OUTERMOST rook on the
# king's side rather than the rook on h1. THIS IS WHAT LICHESS SENDS: a live 960 game gives
# [FEN "rbnqbnkr/pppppppp/8/8/8/8/PPPPPPPP/RBNQBNKR w KQkq - 0 1"], king on g1.
#
# Before fen2board() learned to infer the rook files from the board, 124 of these 3840 runs
# failed while the identical positions in Shredder notation all passed -- so a FEN from a
# real lichess 960 game could not be read at all. Same expected counts as
# perft_suite_960.txt, because they are the same positions.
bbqnnrkr/pppppppp/8/8/8/8/PPPPPPPP/BBQNNRKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9006 ;D4 201143
rbnkrnbq/pppppppp/8/8/8/8/PPPPPPPP/RBNKRNBQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8968 ;D4 200184
rnkbrnbq/pppppppp/8/8/8/8/PPPPPPPP/RNKBRNBQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8952 ;D4 198710
rnkrnbbq/pppppppp/8/8/8/8/PPPPPPPP/RNKRNBBQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8970 ;D4 199399
rnkrnqbb/pppppppp/8/8/8/8/PPPPPPPP/RNKRNQBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9010 ;D4 201354
bbqrknnr/pppppppp/8/8/8/8/PPPPPPPP/BBQRKNNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8912 ;D4 197845
bqrbknnr/pppppppp/8/8/8/8/PPPPPPPP/BQRBKNNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8914 ;D4 197705
bqrknbnr/pppppppp/8/8/8/8/PPPPPPPP/BQRKNBNR w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10177 ;D4 234072
bqrknnrb/pppppppp/8/8/8/8/PPPPPPPP/BQRKNNRB w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10240 ;D4 236870
qbbrknnr/pppppppp/8/8/8/8/PPPPPPPP/QBBRKNNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8912 ;D4 197793
qrbbknnr/pppppppp/8/8/8/8/PPPPPPPP/QRBBKNNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8920 ;D4 198044
qrbknbnr/pppppppp/8/8/8/8/PPPPPPPP/QRBKNBNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8896 ;D4 197033
qrbknnrb/pppppppp/8/8/8/8/PPPPPPPP/QRBKNNRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 199790
qbrkbnnr/pppppppp/8/8/8/8/PPPPPPPP/QBRKBNNR w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10158 ;D4 232983
qrkbbnnr/pppppppp/8/8/8/8/PPPPPPPP/QRKBBNNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8882 ;D4 196628
qrknbbnr/pppppppp/8/8/8/8/PPPPPPPP/QRKNBBNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8980 ;D4 200883
qrknbnrb/pppppppp/8/8/8/8/PPPPPPPP/QRKNBNRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8956 ;D4 199275
qbrknnbr/pppppppp/8/8/8/8/PPPPPPPP/QBRKNNBR w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10236 ;D4 236595
qrkbnnbr/pppppppp/8/8/8/8/PPPPPPPP/QRKBNNBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8916 ;D4 197982
qrknnbbr/pppppppp/8/8/8/8/PPPPPPPP/QRKNNBBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9014 ;D4 202266
qrknnrbb/pppppppp/8/8/8/8/PPPPPPPP/QRKNNRBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9008 ;D4 201422
bbrqknnr/pppppppp/8/8/8/8/PPPPPPPP/BBRQKNNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8914 ;D4 197708
brqbknnr/pppppppp/8/8/8/8/PPPPPPPP/BRQBKNNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8920 ;D4 198102
brqknbnr/pppppppp/8/8/8/8/PPPPPPPP/BRQKNBNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8896 ;D4 197041
brqknnrb/pppppppp/8/8/8/8/PPPPPPPP/BRQKNNRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 199796
rbbqknnr/pppppppp/8/8/8/8/PPPPPPPP/RBBQKNNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8956 ;D4 199685
rqbbknnr/pppppppp/8/8/8/8/PPPPPPPP/RQBBKNNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8956 ;D4 199682
rqbknbnr/pppppppp/8/8/8/8/PPPPPPPP/RQBKNBNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8936 ;D4 198933
rqbknnrb/pppppppp/8/8/8/8/PPPPPPPP/RQBKNNRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8994 ;D4 201443
rbqkbnnr/pppppppp/8/8/8/8/PPPPPPPP/RBQKBNNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8916 ;D4 197867
rqkbbnnr/pppppppp/8/8/8/8/PPPPPPPP/RQKBBNNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8918 ;D4 198166
rqknbbnr/pppppppp/8/8/8/8/PPPPPPPP/RQKNBBNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8978 ;D4 200691
rqknbnrb/pppppppp/8/8/8/8/PPPPPPPP/RQKNBNRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8950 ;D4 198812
rbqknnbr/pppppppp/8/8/8/8/PPPPPPPP/RBQKNNBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8990 ;D4 201166
rqkbnnbr/pppppppp/8/8/8/8/PPPPPPPP/RQKBNNBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8952 ;D4 199524
rqknnbbr/pppppppp/8/8/8/8/PPPPPPPP/RQKNNBBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9012 ;D4 202072
rqknnrbb/pppppppp/8/8/8/8/PPPPPPPP/RQKNNRBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9006 ;D4 201175
bbrkqnnr/pppppppp/8/8/8/8/PPPPPPPP/BBRKQNNR w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10200 ;D4 234911
brkbqnnr/pppppppp/8/8/8/8/PPPPPPPP/BRKBQNNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8922 ;D4 198398
brkqnbnr/pppppppp/8/8/8/8/PPPPPPPP/BRKQNBNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8898 ;D4 197101
brkqnnrb/pppppppp/8/8/8/8/PPPPPPPP/BRKQNNRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8956 ;D4 199113
rbbkqnnr/pppppppp/8/8/8/8/PPPPPPPP/RBBKQNNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8956 ;D4 199650
rkbbqnnr/pppppppp/8/8/8/8/PPPPPPPP/RKBBQNNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8964 ;D4 200328
rkbqnbnr/pppppppp/8/8/8/8/PPPPPPPP/RKBQNBNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8942 ;D4 199341
rkbqnnrb/pppppppp/8/8/8/8/PPPPPPPP/RKBQNNRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8998 ;D4 201714
rbkqbnnr/pppppppp/8/8/8/8/PPPPPPPP/RBKQBNNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8918 ;D4 198163
rkqbbnnr/pppppppp/8/8/8/8/PPPPPPPP/RKQBBNNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8924 ;D4 198540
rkqnbbnr/pppppppp/8/8/8/8/PPPPPPPP/RKQNBBNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8982 ;D4 201064
rkqnbnrb/pppppppp/8/8/8/8/PPPPPPPP/RKQNBNRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8956 ;D4 199755
rbkqnnbr/pppppppp/8/8/8/8/PPPPPPPP/RBKQNNBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8992 ;D4 201321
rkqbnnbr/pppppppp/8/8/8/8/PPPPPPPP/RKQBNNBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8954 ;D4 198879
rkqnnbbr/pppppppp/8/8/8/8/PPPPPPPP/RKQNNBBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9012 ;D4 201426
rkqnnrbb/pppppppp/8/8/8/8/PPPPPPPP/RKQNNRBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9006 ;D4 201074
bbrknqnr/pppppppp/8/8/8/8/PPPPPPPP/BBRKNQNR w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10261 ;D4 237948
brkbnqnr/pppppppp/8/8/8/8/PPPPPPPP/BRKBNQNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8938 ;D4 198876
brknqbnr/pppppppp/8/8/8/8/PPPPPPPP/BRKNQBNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9020 ;D4 202671
brknqnrb/pppppppp/8/8/8/8/PPPPPPPP/BRKNQNRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9036 ;D4 202854
rbbknqnr/pppppppp/8/8/8/8/PPPPPPPP/RBBKNQNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9016 ;D4 202517
rkbbnqnr/pppppppp/8/8/8/8/PPPPPPPP/RKBBNQNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8982 ;D4 201084
rkbnqbnr/pppppppp/8/8/8/8/PPPPPPPP/RKBNQBNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8982 ;D4 201064
rkbnqnrb/pppppppp/8/8/8/8/PPPPPPPP/RKBNQNRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8996 ;D4 201554
rbknbqnr/pppppppp/8/8/8/8/PPPPPPPP/RBKNBQNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9018 ;D4 202479
rknbbqnr/pppppppp/8/8/8/8/PPPPPPPP/RKNBBQNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9004 ;D4 202212
rknqbbnr/pppppppp/8/8/8/8/PPPPPPPP/RKNQBBNR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9004 ;D4 202257
rknqbnrb/pppppppp/8/8/8/8/PPPPPPPP/RKNQBNRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9020 ;D4 202821
rbknqnbr/pppppppp/8/8/8/8/PPPPPPPP/RBKNQNBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9032 ;D4 203232
rknbqnbr/pppppppp/8/8/8/8/PPPPPPPP/RKNBQNBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9014 ;D4 201749
rknqnbbr/pppppppp/8/8/8/8/PPPPPPPP/RKNQNBBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9032 ;D4 202572
rknqnrbb/pppppppp/8/8/8/8/PPPPPPPP/RKNQNRBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9028 ;D4 202275
bbrknnqr/pppppppp/8/8/8/8/PPPPPPPP/BBRKNNQR w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10278 ;D4 238557
brkbnnqr/pppppppp/8/8/8/8/PPPPPPPP/BRKBNNQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8956 ;D4 199733
brknnbqr/pppppppp/8/8/8/8/PPPPPPPP/BRKNNBQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9014 ;D4 202233
brknnqrb/pppppppp/8/8/8/8/PPPPPPPP/BRKNNQRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9012 ;D4 201548
rbbknnqr/pppppppp/8/8/8/8/PPPPPPPP/RBBKNNQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9030 ;D4 202966
rkbbnnqr/pppppppp/8/8/8/8/PPPPPPPP/RKBBNNQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8994 ;D4 200521
rkbnnbqr/pppppppp/8/8/8/8/PPPPPPPP/RKBNNBQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8972 ;D4 199487
rkbnnqrb/pppppppp/8/8/8/8/PPPPPPPP/RKBNNQRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8974 ;D4 200545
rbknbnqr/pppppppp/8/8/8/8/PPPPPPPP/RBKNBNQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8992 ;D4 201369
rknbbnqr/pppppppp/8/8/8/8/PPPPPPPP/RKNBBNQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9014 ;D4 201602
rknnbbqr/pppppppp/8/8/8/8/PPPPPPPP/RKNNBBQR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8992 ;D4 200559
rknnbqrb/pppppppp/8/8/8/8/PPPPPPPP/RKNNBQRB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8956 ;D4 199853
rbknnqbr/pppppppp/8/8/8/8/PPPPPPPP/RBKNNQBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9052 ;D4 203872
rknbnqbr/pppppppp/8/8/8/8/PPPPPPPP/RKNBNQBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8992 ;D4 200721
rknnqbbr/pppppppp/8/8/8/8/PPPPPPPP/RKNNQBBR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9032 ;D4 202499
rknnqrbb/pppppppp/8/8/8/8/PPPPPPPP/RKNNQRBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8986 ;D4 200327
bbrknnrq/pppppppp/8/8/8/8/PPPPPPPP/BBRKNNRQ w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10240 ;D4 236795
brkbnnrq/pppppppp/8/8/8/8/PPPPPPPP/BRKBNNRQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8916 ;D4 197181
brknnbrq/pppppppp/8/8/8/8/PPPPPPPP/BRKNNBRQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8972 ;D4 199609
brknnrqb/pppppppp/8/8/8/8/PPPPPPPP/BRKNNRQB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9008 ;D4 201383
rbbknnrq/pppppppp/8/8/8/8/PPPPPPPP/RBBKNNRQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8994 ;D4 201373
rkbbnnrq/pppppppp/8/8/8/8/PPPPPPPP/RKBBNNRQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 198986
rkbnnbrq/pppppppp/8/8/8/8/PPPPPPPP/RKBNNBRQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8934 ;D4 197897
rkbnnrqb/pppppppp/8/8/8/8/PPPPPPPP/RKBNNRQB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8966 ;D4 199135
rbknbnrq/pppppppp/8/8/8/8/PPPPPPPP/RBKNBNRQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8950 ;D4 198623
rknbbnrq/pppppppp/8/8/8/8/PPPPPPPP/RKNBBNRQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8980 ;D4 200082
rknnbbrq/pppppppp/8/8/8/8/PPPPPPPP/RKNNBBRQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8956 ;D4 198986
rknnbrqb/pppppppp/8/8/8/8/PPPPPPPP/RKNNBRQB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8946 ;D4 198391
rbknnrbq/pppppppp/8/8/8/8/PPPPPPPP/RBKNNRBQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9006 ;D4 200996
rknbnrbq/pppppppp/8/8/8/8/PPPPPPPP/RKNBNRBQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8948 ;D4 197748
rknnrbbq/pppppppp/8/8/8/8/PPPPPPPP/RKNNRBBQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8984 ;D4 199351
rknnrqbb/pppppppp/8/8/8/8/PPPPPPPP/RKNNRQBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8984 ;D4 200220
bbqrknrn/pppppppp/8/8/8/8/PPPPPPPP/BBQRKNRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7782 ;D4 167092
bqrbknrn/pppppppp/8/8/8/8/PPPPPPPP/BQRBKNRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7784 ;D4 166970
bqrknbrn/pppppppp/8/8/8/8/PPPPPPPP/BQRKNBRN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8932 ;D4 198716
bqrknrnb/pppppppp/8/8/8/8/PPPPPPPP/BQRKNRNB w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10177 ;D4 233874
qbbrknrn/pppppppp/8/8/8/8/PPPPPPPP/QBBRKNRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7782 ;D4 167042
qrbbknrn/pppppppp/8/8/8/8/PPPPPPPP/QRBBKNRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7792 ;D4 167419
qrbknbrn/pppppppp/8/8/8/8/PPPPPPPP/QRBKNBRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7769 ;D4 166468
qrbknrnb/pppppppp/8/8/8/8/PPPPPPPP/QRBKNRNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8896 ;D4 196989
qbrkbnrn/pppppppp/8/8/8/8/PPPPPPPP/QBRKBNRN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8874 ;D4 195941
qrkbbnrn/pppppppp/8/8/8/8/PPPPPPPP/QRKBBNRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7718 ;D4 164507
qrknbbrn/pppppppp/8/8/8/8/PPPPPPPP/QRKNBBRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7811 ;D4 168397
qrknbrnb/pppppppp/8/8/8/8/PPPPPPPP/QRKNBRNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8934 ;D4 198248
qbrknrbn/pppppppp/8/8/8/8/PPPPPPPP/QBRKNRBN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8948 ;D4 199170
qrkbnrbn/pppppppp/8/8/8/8/PPPPPPPP/QRKBNRBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7748 ;D4 165595
qrknrbbn/pppppppp/8/8/8/8/PPPPPPPP/QRKNRBBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7824 ;D4 168754
qrknrnbb/pppppppp/8/8/8/8/PPPPPPPP/QRKNRNBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8990 ;D4 200587
bbrqknrn/pppppppp/8/8/8/8/PPPPPPPP/BBRQKNRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7784 ;D4 166973
brqbknrn/pppppppp/8/8/8/8/PPPPPPPP/BRQBKNRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7792 ;D4 167475
brqknbrn/pppppppp/8/8/8/8/PPPPPPPP/BRQKNBRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7769 ;D4 166476
brqknrnb/pppppppp/8/8/8/8/PPPPPPPP/BRQKNRNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8896 ;D4 196995
rbbqknrn/pppppppp/8/8/8/8/PPPPPPPP/RBBQKNRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7822 ;D4 168656
rqbbknrn/pppppppp/8/8/8/8/PPPPPPPP/RQBBKNRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7822 ;D4 168653
rqbknbrn/pppppppp/8/8/8/8/PPPPPPPP/RQBKNBRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7803 ;D4 167958
rqbknrnb/pppppppp/8/8/8/8/PPPPPPPP/RQBKNRNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8936 ;D4 198844
rbqkbnrn/pppppppp/8/8/8/8/PPPPPPPP/RBQKBNRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7746 ;D4 165334
rqkbbnrn/pppppppp/8/8/8/8/PPPPPPPP/RQKBBNRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7748 ;D4 165643
rqknbbrn/pppppppp/8/8/8/8/PPPPPPPP/RQKNBBRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7805 ;D4 167939
rqknbrnb/pppppppp/8/8/8/8/PPPPPPPP/RQKNBRNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8932 ;D4 197999
rbqknrbn/pppppppp/8/8/8/8/PPPPPPPP/RBQKNRBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7818 ;D4 168443
rqkbnrbn/pppppppp/8/8/8/8/PPPPPPPP/RQKBNRBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7782 ;D4 166927
rqknrbbn/pppppppp/8/8/8/8/PPPPPPPP/RQKNRBBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7818 ;D4 168402
rqknrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQKNRNBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8984 ;D4 200232
bbrkqnrn/pppppppp/8/8/8/8/PPPPPPPP/BBRKQNRN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8914 ;D4 197708
brkbqnrn/pppppppp/8/8/8/8/PPPPPPPP/BRKBQNRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7756 ;D4 166124
brkqnbrn/pppppppp/8/8/8/8/PPPPPPPP/BRKQNBRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7771 ;D4 166552
brkqnrnb/pppppppp/8/8/8/8/PPPPPPPP/BRKQNRNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8894 ;D4 196297
rbbkqnrn/pppppppp/8/8/8/8/PPPPPPPP/RBBKQNRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7784 ;D4 166964
rkbbqnrn/pppppppp/8/8/8/8/PPPPPPPP/RKBBQNRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7794 ;D4 167750
rkbqnbrn/pppppppp/8/8/8/8/PPPPPPPP/RKBQNBRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7811 ;D4 168494
rkbqnrnb/pppppppp/8/8/8/8/PPPPPPPP/RKBQNRNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8938 ;D4 199052
rbkqbnrn/pppppppp/8/8/8/8/PPPPPPPP/RBKQBNRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7748 ;D4 165640
rkqbbnrn/pppppppp/8/8/8/8/PPPPPPPP/RKQBBNRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7756 ;D4 166115
rkqnbbrn/pppppppp/8/8/8/8/PPPPPPPP/RKQNBBRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7811 ;D4 168424
rkqnbrnb/pppppppp/8/8/8/8/PPPPPPPP/RKQNBRNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8936 ;D4 198902
rbkqnrbn/pppppppp/8/8/8/8/PPPPPPPP/RBKQNRBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7820 ;D4 168571
rkqbnrbn/pppppppp/8/8/8/8/PPPPPPPP/RKQBNRBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7784 ;D4 166428
rkqnrbbn/pppppppp/8/8/8/8/PPPPPPPP/RKQNRBBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7820 ;D4 167920
rkqnrnbb/pppppppp/8/8/8/8/PPPPPPPP/RKQNRNBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8986 ;D4 200154
bbrknqrn/pppppppp/8/8/8/8/PPPPPPPP/BBRKNQRN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8972 ;D4 200493
brkbnqrn/pppppppp/8/8/8/8/PPPPPPPP/BRKBNQRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7771 ;D4 166548
brknqbrn/pppppppp/8/8/8/8/PPPPPPPP/BRKNQBRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7849 ;D4 170032
brknqrnb/pppppppp/8/8/8/8/PPPPPPPP/BRKNQRNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8974 ;D4 200024
rbbknqrn/pppppppp/8/8/8/8/PPPPPPPP/RBBKNQRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7841 ;D4 169599
rkbbnqrn/pppppppp/8/8/8/8/PPPPPPPP/RKBBNQRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7811 ;D4 168448
rkbnqbrn/pppppppp/8/8/8/8/PPPPPPPP/RKBNQBRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7811 ;D4 168423
rkbnqrnb/pppppppp/8/8/8/8/PPPPPPPP/RKBNQRNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8936 ;D4 198906
rbknbqrn/pppppppp/8/8/8/8/PPPPPPPP/RBKNBQRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7805 ;D4 167928
rknbbqrn/pppppppp/8/8/8/8/PPPPPPPP/RKNBBQRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7794 ;D4 167849
rknqbbrn/pppppppp/8/8/8/8/PPPPPPPP/RKNQBBRN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7832 ;D4 169535
rknqbrnb/pppppppp/8/8/8/8/PPPPPPPP/RKNQBRNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8960 ;D4 200146
rbknqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBKNQRBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7820 ;D4 168690
rknbqrbn/pppppppp/8/8/8/8/PPPPPPPP/RKNBQRBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7765 ;D4 165778
rknqrbbn/pppppppp/8/8/8/8/PPPPPPPP/RKNQRBBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7801 ;D4 167344
rknqrnbb/pppppppp/8/8/8/8/PPPPPPPP/RKNQRNBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9008 ;D4 201381
bbrknrqn/pppppppp/8/8/8/8/PPPPPPPP/BBRKNRQN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8968 ;D4 200073
brkbnrqn/pppppppp/8/8/8/8/PPPPPPPP/BRKBNRQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7767 ;D4 166377
brknrbqn/pppppppp/8/8/8/8/PPPPPPPP/BRKNRBQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7843 ;D4 169549
brknrqnb/pppppppp/8/8/8/8/PPPPPPPP/BRKNRQNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8972 ;D4 199689
rbbknrqn/pppppppp/8/8/8/8/PPPPPPPP/RBBKNRQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7837 ;D4 169264
