# perft_suite_960.txt - reference node counts for ./perft, Chess960
#
#   ./perft -d 4 -f perft_suite_960.txt                  counts only (3840 runs)
#   ./perft --check --nobulk --make all -d 3 -f perft_suite_960.txt
#                                                        counts + reconcile() + all make modes
#
# NOTE: give this file with -f. A positional argument containing '/' is parsed as a FEN.
#
# All 960 Chess960 start positions in Scharnagl (SP) order, SP-0 first; SP-518 is the standard
# array. Castling is written Shredder-style (rook FILES, e.g. HAha), which is what fen2board()
# understands -- it does NOT infer 960 rook files from a plain KQkq.
#
# Counts generated against Stockfish with 'setoption name UCI_Chess960 value true', as the note
# in perft_suite.txt requires: a recalled number would be indistinguishable from a generator bug.
#
# This suite found a real defect. undo_move() restored the castling rook to its source BEFORE
# clearing its destination, and in Chess960 those can be the SAME square (castling queenside with
# the rook already on d1/d8), so the rook was written and immediately erased from the mailbox.
# The bitboards survived, because the two XORs of one bit cancel -- so every count-based test
# passed with the bug present, in all three make modes, to depth 4. Only reconcile() saw it.
bbqnnrkr/pppppppp/8/8/8/8/PPPPPPPP/BBQNNRKR w HFhf - 0 1 ;D1 20 ;D2 400 ;D3 9006 ;D4 201143
brnkrbnq/pppppppp/8/8/8/8/PPPPPPPP/BRNKRBNQ w EBeb - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 199779
brnkrnqb/pppppppp/8/8/8/8/PPPPPPPP/BRNKRNQB w EBeb - 0 1 ;D1 20 ;D2 400 ;D3 9054 ;D4 203986
rbbnkrnq/pppppppp/8/8/8/8/PPPPPPPP/RBBNKRNQ w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 9014 ;D4 202245
rnbbkrnq/pppppppp/8/8/8/8/PPPPPPPP/RNBBKRNQ w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 8940 ;D4 198900
rnbkrbnq/pppppppp/8/8/8/8/PPPPPPPP/RNBKRBNQ w EAea - 0 1 ;D1 20 ;D2 400 ;D3 8858 ;D4 195390
rnbkrnqb/pppppppp/8/8/8/8/PPPPPPPP/RNBKRNQB w EAea - 0 1 ;D1 20 ;D2 400 ;D3 8954 ;D4 199523
rbnkbrnq/pppppppp/8/8/8/8/PPPPPPPP/RBNKBRNQ w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 199636
rnkbbrnq/pppppppp/8/8/8/8/PPPPPPPP/RNKBBRNQ w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 8938 ;D4 198209
rnkrbbnq/pppppppp/8/8/8/8/PPPPPPPP/RNKRBBNQ w DAda - 0 1 ;D1 20 ;D2 400 ;D3 8896 ;D4 196231
rnkrbnqb/pppppppp/8/8/8/8/PPPPPPPP/RNKRBNQB w DAda - 0 1 ;D1 20 ;D2 400 ;D3 8952 ;D4 198945
rbnkrnbq/pppppppp/8/8/8/8/PPPPPPPP/RBNKRNBQ w EAea - 0 1 ;D1 20 ;D2 400 ;D3 8968 ;D4 200184
rnkbrnbq/pppppppp/8/8/8/8/PPPPPPPP/RNKBRNBQ w EAea - 0 1 ;D1 20 ;D2 400 ;D3 8952 ;D4 198710
rnkrnbbq/pppppppp/8/8/8/8/PPPPPPPP/RNKRNBBQ w DAda - 0 1 ;D1 20 ;D2 400 ;D3 8970 ;D4 199399
rnkrnqbb/pppppppp/8/8/8/8/PPPPPPPP/RNKRNQBB w DAda - 0 1 ;D1 20 ;D2 400 ;D3 9010 ;D4 201354
bbqrknnr/pppppppp/8/8/8/8/PPPPPPPP/BBQRKNNR w HDhd - 0 1 ;D1 20 ;D2 400 ;D3 8912 ;D4 197845
bqrbknnr/pppppppp/8/8/8/8/PPPPPPPP/BQRBKNNR w HChc - 0 1 ;D1 20 ;D2 400 ;D3 8914 ;D4 197705
bqrknbnr/pppppppp/8/8/8/8/PPPPPPPP/BQRKNBNR w HChc - 0 1 ;D1 21 ;D2 441 ;D3 10177 ;D4 234072
bqrknnrb/pppppppp/8/8/8/8/PPPPPPPP/BQRKNNRB w GCgc - 0 1 ;D1 21 ;D2 441 ;D3 10240 ;D4 236870
qbbrknnr/pppppppp/8/8/8/8/PPPPPPPP/QBBRKNNR w HDhd - 0 1 ;D1 20 ;D2 400 ;D3 8912 ;D4 197793
qrbbknnr/pppppppp/8/8/8/8/PPPPPPPP/QRBBKNNR w HBhb - 0 1 ;D1 20 ;D2 400 ;D3 8920 ;D4 198044
qrbknbnr/pppppppp/8/8/8/8/PPPPPPPP/QRBKNBNR w HBhb - 0 1 ;D1 20 ;D2 400 ;D3 8896 ;D4 197033
qrbknnrb/pppppppp/8/8/8/8/PPPPPPPP/QRBKNNRB w GBgb - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 199790
qbrkbnnr/pppppppp/8/8/8/8/PPPPPPPP/QBRKBNNR w HChc - 0 1 ;D1 21 ;D2 441 ;D3 10158 ;D4 232983
qrkbbnnr/pppppppp/8/8/8/8/PPPPPPPP/QRKBBNNR w HBhb - 0 1 ;D1 20 ;D2 400 ;D3 8882 ;D4 196628
qrknbbnr/pppppppp/8/8/8/8/PPPPPPPP/QRKNBBNR w HBhb - 0 1 ;D1 20 ;D2 400 ;D3 8980 ;D4 200883
qrknbnrb/pppppppp/8/8/8/8/PPPPPPPP/QRKNBNRB w GBgb - 0 1 ;D1 20 ;D2 400 ;D3 8956 ;D4 199275
qbrknnbr/pppppppp/8/8/8/8/PPPPPPPP/QBRKNNBR w HChc - 0 1 ;D1 21 ;D2 441 ;D3 10236 ;D4 236595
qrkbnnbr/pppppppp/8/8/8/8/PPPPPPPP/QRKBNNBR w HBhb - 0 1 ;D1 20 ;D2 400 ;D3 8916 ;D4 197982
qrknnbbr/pppppppp/8/8/8/8/PPPPPPPP/QRKNNBBR w HBhb - 0 1 ;D1 20 ;D2 400 ;D3 9014 ;D4 202266
qrknnrbb/pppppppp/8/8/8/8/PPPPPPPP/QRKNNRBB w FBfb - 0 1 ;D1 20 ;D2 400 ;D3 9008 ;D4 201422
bbrqknnr/pppppppp/8/8/8/8/PPPPPPPP/BBRQKNNR w HChc - 0 1 ;D1 20 ;D2 400 ;D3 8914 ;D4 197708
brqbknnr/pppppppp/8/8/8/8/PPPPPPPP/BRQBKNNR w HBhb - 0 1 ;D1 20 ;D2 400 ;D3 8920 ;D4 198102
brqknbnr/pppppppp/8/8/8/8/PPPPPPPP/BRQKNBNR w HBhb - 0 1 ;D1 20 ;D2 400 ;D3 8896 ;D4 197041
brqknnrb/pppppppp/8/8/8/8/PPPPPPPP/BRQKNNRB w GBgb - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 199796
rbbqknnr/pppppppp/8/8/8/8/PPPPPPPP/RBBQKNNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8956 ;D4 199685
rqbbknnr/pppppppp/8/8/8/8/PPPPPPPP/RQBBKNNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8956 ;D4 199682
rqbknbnr/pppppppp/8/8/8/8/PPPPPPPP/RQBKNBNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8936 ;D4 198933
rqbknnrb/pppppppp/8/8/8/8/PPPPPPPP/RQBKNNRB w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8994 ;D4 201443
rbqkbnnr/pppppppp/8/8/8/8/PPPPPPPP/RBQKBNNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8916 ;D4 197867
rqkbbnnr/pppppppp/8/8/8/8/PPPPPPPP/RQKBBNNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8918 ;D4 198166
rqknbbnr/pppppppp/8/8/8/8/PPPPPPPP/RQKNBBNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8978 ;D4 200691
rqknbnrb/pppppppp/8/8/8/8/PPPPPPPP/RQKNBNRB w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8950 ;D4 198812
rbqknnbr/pppppppp/8/8/8/8/PPPPPPPP/RBQKNNBR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8990 ;D4 201166
rqkbnnbr/pppppppp/8/8/8/8/PPPPPPPP/RQKBNNBR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8952 ;D4 199524
rqknnbbr/pppppppp/8/8/8/8/PPPPPPPP/RQKNNBBR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9012 ;D4 202072
rqknnrbb/pppppppp/8/8/8/8/PPPPPPPP/RQKNNRBB w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 9006 ;D4 201175
bbrkqnnr/pppppppp/8/8/8/8/PPPPPPPP/BBRKQNNR w HChc - 0 1 ;D1 21 ;D2 441 ;D3 10200 ;D4 234911
brkbqnnr/pppppppp/8/8/8/8/PPPPPPPP/BRKBQNNR w HBhb - 0 1 ;D1 20 ;D2 400 ;D3 8922 ;D4 198398
brkqnbnr/pppppppp/8/8/8/8/PPPPPPPP/BRKQNBNR w HBhb - 0 1 ;D1 20 ;D2 400 ;D3 8898 ;D4 197101
brkqnnrb/pppppppp/8/8/8/8/PPPPPPPP/BRKQNNRB w GBgb - 0 1 ;D1 20 ;D2 400 ;D3 8956 ;D4 199113
rbbkqnnr/pppppppp/8/8/8/8/PPPPPPPP/RBBKQNNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8956 ;D4 199650
rkbbqnnr/pppppppp/8/8/8/8/PPPPPPPP/RKBBQNNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8964 ;D4 200328
rkbqnbnr/pppppppp/8/8/8/8/PPPPPPPP/RKBQNBNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8942 ;D4 199341
rkbqnnrb/pppppppp/8/8/8/8/PPPPPPPP/RKBQNNRB w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8998 ;D4 201714
rbkqbnnr/pppppppp/8/8/8/8/PPPPPPPP/RBKQBNNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8918 ;D4 198163
rkqbbnnr/pppppppp/8/8/8/8/PPPPPPPP/RKQBBNNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8924 ;D4 198540
rkqnbbnr/pppppppp/8/8/8/8/PPPPPPPP/RKQNBBNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8982 ;D4 201064
rkqnbnrb/pppppppp/8/8/8/8/PPPPPPPP/RKQNBNRB w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8956 ;D4 199755
rbkqnnbr/pppppppp/8/8/8/8/PPPPPPPP/RBKQNNBR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8992 ;D4 201321
rkqbnnbr/pppppppp/8/8/8/8/PPPPPPPP/RKQBNNBR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8954 ;D4 198879
rkqnnbbr/pppppppp/8/8/8/8/PPPPPPPP/RKQNNBBR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9012 ;D4 201426
rkqnnrbb/pppppppp/8/8/8/8/PPPPPPPP/RKQNNRBB w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 9006 ;D4 201074
bbrknqnr/pppppppp/8/8/8/8/PPPPPPPP/BBRKNQNR w HChc - 0 1 ;D1 21 ;D2 441 ;D3 10261 ;D4 237948
brkbnqnr/pppppppp/8/8/8/8/PPPPPPPP/BRKBNQNR w HBhb - 0 1 ;D1 20 ;D2 400 ;D3 8938 ;D4 198876
brknqbnr/pppppppp/8/8/8/8/PPPPPPPP/BRKNQBNR w HBhb - 0 1 ;D1 20 ;D2 400 ;D3 9020 ;D4 202671
brknqnrb/pppppppp/8/8/8/8/PPPPPPPP/BRKNQNRB w GBgb - 0 1 ;D1 20 ;D2 400 ;D3 9036 ;D4 202854
rbbknqnr/pppppppp/8/8/8/8/PPPPPPPP/RBBKNQNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9016 ;D4 202517
rkbbnqnr/pppppppp/8/8/8/8/PPPPPPPP/RKBBNQNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8982 ;D4 201084
rkbnqbnr/pppppppp/8/8/8/8/PPPPPPPP/RKBNQBNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8982 ;D4 201064
rkbnqnrb/pppppppp/8/8/8/8/PPPPPPPP/RKBNQNRB w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8996 ;D4 201554
rbknbqnr/pppppppp/8/8/8/8/PPPPPPPP/RBKNBQNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9018 ;D4 202479
rknbbqnr/pppppppp/8/8/8/8/PPPPPPPP/RKNBBQNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9004 ;D4 202212
rknqbbnr/pppppppp/8/8/8/8/PPPPPPPP/RKNQBBNR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9004 ;D4 202257
rknqbnrb/pppppppp/8/8/8/8/PPPPPPPP/RKNQBNRB w GAga - 0 1 ;D1 20 ;D2 400 ;D3 9020 ;D4 202821
rbknqnbr/pppppppp/8/8/8/8/PPPPPPPP/RBKNQNBR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9032 ;D4 203232
rknbqnbr/pppppppp/8/8/8/8/PPPPPPPP/RKNBQNBR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9014 ;D4 201749
rknqnbbr/pppppppp/8/8/8/8/PPPPPPPP/RKNQNBBR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9032 ;D4 202572
rknqnrbb/pppppppp/8/8/8/8/PPPPPPPP/RKNQNRBB w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 9028 ;D4 202275
bbrknnqr/pppppppp/8/8/8/8/PPPPPPPP/BBRKNNQR w HChc - 0 1 ;D1 21 ;D2 441 ;D3 10278 ;D4 238557
brkbnnqr/pppppppp/8/8/8/8/PPPPPPPP/BRKBNNQR w HBhb - 0 1 ;D1 20 ;D2 400 ;D3 8956 ;D4 199733
brknnbqr/pppppppp/8/8/8/8/PPPPPPPP/BRKNNBQR w HBhb - 0 1 ;D1 20 ;D2 400 ;D3 9014 ;D4 202233
brknnqrb/pppppppp/8/8/8/8/PPPPPPPP/BRKNNQRB w GBgb - 0 1 ;D1 20 ;D2 400 ;D3 9012 ;D4 201548
rbbknnqr/pppppppp/8/8/8/8/PPPPPPPP/RBBKNNQR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9030 ;D4 202966
rkbbnnqr/pppppppp/8/8/8/8/PPPPPPPP/RKBBNNQR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8994 ;D4 200521
rkbnnbqr/pppppppp/8/8/8/8/PPPPPPPP/RKBNNBQR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8972 ;D4 199487
rkbnnqrb/pppppppp/8/8/8/8/PPPPPPPP/RKBNNQRB w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8974 ;D4 200545
rbknbnqr/pppppppp/8/8/8/8/PPPPPPPP/RBKNBNQR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8992 ;D4 201369
rknbbnqr/pppppppp/8/8/8/8/PPPPPPPP/RKNBBNQR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9014 ;D4 201602
rknnbbqr/pppppppp/8/8/8/8/PPPPPPPP/RKNNBBQR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8992 ;D4 200559
rknnbqrb/pppppppp/8/8/8/8/PPPPPPPP/RKNNBQRB w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8956 ;D4 199853
rbknnqbr/pppppppp/8/8/8/8/PPPPPPPP/RBKNNQBR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9052 ;D4 203872
rknbnqbr/pppppppp/8/8/8/8/PPPPPPPP/RKNBNQBR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 8992 ;D4 200721
rknnqbbr/pppppppp/8/8/8/8/PPPPPPPP/RKNNQBBR w HAha - 0 1 ;D1 20 ;D2 400 ;D3 9032 ;D4 202499
rknnqrbb/pppppppp/8/8/8/8/PPPPPPPP/RKNNQRBB w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 8986 ;D4 200327
bbrknnrq/pppppppp/8/8/8/8/PPPPPPPP/BBRKNNRQ w GCgc - 0 1 ;D1 21 ;D2 441 ;D3 10240 ;D4 236795
brkbnnrq/pppppppp/8/8/8/8/PPPPPPPP/BRKBNNRQ w GBgb - 0 1 ;D1 20 ;D2 400 ;D3 8916 ;D4 197181
brknnbrq/pppppppp/8/8/8/8/PPPPPPPP/BRKNNBRQ w GBgb - 0 1 ;D1 20 ;D2 400 ;D3 8972 ;D4 199609
brknnrqb/pppppppp/8/8/8/8/PPPPPPPP/BRKNNRQB w FBfb - 0 1 ;D1 20 ;D2 400 ;D3 9008 ;D4 201383
rbbknnrq/pppppppp/8/8/8/8/PPPPPPPP/RBBKNNRQ w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8994 ;D4 201373
rkbbnnrq/pppppppp/8/8/8/8/PPPPPPPP/RKBBNNRQ w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 198986
rkbnnbrq/pppppppp/8/8/8/8/PPPPPPPP/RKBNNBRQ w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8934 ;D4 197897
rkbnnrqb/pppppppp/8/8/8/8/PPPPPPPP/RKBNNRQB w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 8966 ;D4 199135
rbknbnrq/pppppppp/8/8/8/8/PPPPPPPP/RBKNBNRQ w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8950 ;D4 198623
rknbbnrq/pppppppp/8/8/8/8/PPPPPPPP/RKNBBNRQ w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8980 ;D4 200082
rknnbbrq/pppppppp/8/8/8/8/PPPPPPPP/RKNNBBRQ w GAga - 0 1 ;D1 20 ;D2 400 ;D3 8956 ;D4 198986
rknnbrqb/pppppppp/8/8/8/8/PPPPPPPP/RKNNBRQB w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 8946 ;D4 198391
rbknnrbq/pppppppp/8/8/8/8/PPPPPPPP/RBKNNRBQ w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 9006 ;D4 200996
rknbnrbq/pppppppp/8/8/8/8/PPPPPPPP/RKNBNRBQ w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 8948 ;D4 197748
rknnrbbq/pppppppp/8/8/8/8/PPPPPPPP/RKNNRBBQ w EAea - 0 1 ;D1 20 ;D2 400 ;D3 8984 ;D4 199351
rknnrqbb/pppppppp/8/8/8/8/PPPPPPPP/RKNNRQBB w EAea - 0 1 ;D1 20 ;D2 400 ;D3 8984 ;D4 200220
bbqrknrn/pppppppp/8/8/8/8/PPPPPPPP/BBQRKNRN w GDgd - 0 1 ;D1 19 ;D2 361 ;D3 7782 ;D4 167092
bqrbknrn/pppppppp/8/8/8/8/PPPPPPPP/BQRBKNRN w GCgc - 0 1 ;D1 19 ;D2 361 ;D3 7784 ;D4 166970
bqrknbrn/pppppppp/8/8/8/8/PPPPPPPP/BQRKNBRN w GCgc - 0 1 ;D1 20 ;D2 400 ;D3 8932 ;D4 198716
bqrknrnb/pppppppp/8/8/8/8/PPPPPPPP/BQRKNRNB w FCfc - 0 1 ;D1 21 ;D2 441 ;D3 10177 ;D4 233874
qbbrknrn/pppppppp/8/8/8/8/PPPPPPPP/QBBRKNRN w GDgd - 0 1 ;D1 19 ;D2 361 ;D3 7782 ;D4 167042
qrbbknrn/pppppppp/8/8/8/8/PPPPPPPP/QRBBKNRN w GBgb - 0 1 ;D1 19 ;D2 361 ;D3 7792 ;D4 167419
qrbknbrn/pppppppp/8/8/8/8/PPPPPPPP/QRBKNBRN w GBgb - 0 1 ;D1 19 ;D2 361 ;D3 7769 ;D4 166468
qrbknrnb/pppppppp/8/8/8/8/PPPPPPPP/QRBKNRNB w FBfb - 0 1 ;D1 20 ;D2 400 ;D3 8896 ;D4 196989
qbrkbnrn/pppppppp/8/8/8/8/PPPPPPPP/QBRKBNRN w GCgc - 0 1 ;D1 20 ;D2 400 ;D3 8874 ;D4 195941
qrkbbnrn/pppppppp/8/8/8/8/PPPPPPPP/QRKBBNRN w GBgb - 0 1 ;D1 19 ;D2 361 ;D3 7718 ;D4 164507
qrknbbrn/pppppppp/8/8/8/8/PPPPPPPP/QRKNBBRN w GBgb - 0 1 ;D1 19 ;D2 361 ;D3 7811 ;D4 168397
qrknbrnb/pppppppp/8/8/8/8/PPPPPPPP/QRKNBRNB w FBfb - 0 1 ;D1 20 ;D2 400 ;D3 8934 ;D4 198248
qbrknrbn/pppppppp/8/8/8/8/PPPPPPPP/QBRKNRBN w FCfc - 0 1 ;D1 20 ;D2 400 ;D3 8948 ;D4 199170
qrkbnrbn/pppppppp/8/8/8/8/PPPPPPPP/QRKBNRBN w FBfb - 0 1 ;D1 19 ;D2 361 ;D3 7748 ;D4 165595
qrknrbbn/pppppppp/8/8/8/8/PPPPPPPP/QRKNRBBN w EBeb - 0 1 ;D1 19 ;D2 361 ;D3 7824 ;D4 168754
qrknrnbb/pppppppp/8/8/8/8/PPPPPPPP/QRKNRNBB w EBeb - 0 1 ;D1 20 ;D2 400 ;D3 8990 ;D4 200587
bbrqknrn/pppppppp/8/8/8/8/PPPPPPPP/BBRQKNRN w GCgc - 0 1 ;D1 19 ;D2 361 ;D3 7784 ;D4 166973
brqbknrn/pppppppp/8/8/8/8/PPPPPPPP/BRQBKNRN w GBgb - 0 1 ;D1 19 ;D2 361 ;D3 7792 ;D4 167475
brqknbrn/pppppppp/8/8/8/8/PPPPPPPP/BRQKNBRN w GBgb - 0 1 ;D1 19 ;D2 361 ;D3 7769 ;D4 166476
brqknrnb/pppppppp/8/8/8/8/PPPPPPPP/BRQKNRNB w FBfb - 0 1 ;D1 20 ;D2 400 ;D3 8896 ;D4 196995
rbbqknrn/pppppppp/8/8/8/8/PPPPPPPP/RBBQKNRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7822 ;D4 168656
rqbbknrn/pppppppp/8/8/8/8/PPPPPPPP/RQBBKNRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7822 ;D4 168653
rqbknbrn/pppppppp/8/8/8/8/PPPPPPPP/RQBKNBRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7803 ;D4 167958
rqbknrnb/pppppppp/8/8/8/8/PPPPPPPP/RQBKNRNB w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 8936 ;D4 198844
rbqkbnrn/pppppppp/8/8/8/8/PPPPPPPP/RBQKBNRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7746 ;D4 165334
rqkbbnrn/pppppppp/8/8/8/8/PPPPPPPP/RQKBBNRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7748 ;D4 165643
rqknbbrn/pppppppp/8/8/8/8/PPPPPPPP/RQKNBBRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7805 ;D4 167939
rqknbrnb/pppppppp/8/8/8/8/PPPPPPPP/RQKNBRNB w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 8932 ;D4 197999
rbqknrbn/pppppppp/8/8/8/8/PPPPPPPP/RBQKNRBN w FAfa - 0 1 ;D1 19 ;D2 361 ;D3 7818 ;D4 168443
rqkbnrbn/pppppppp/8/8/8/8/PPPPPPPP/RQKBNRBN w FAfa - 0 1 ;D1 19 ;D2 361 ;D3 7782 ;D4 166927
rqknrbbn/pppppppp/8/8/8/8/PPPPPPPP/RQKNRBBN w EAea - 0 1 ;D1 19 ;D2 361 ;D3 7818 ;D4 168402
rqknrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQKNRNBB w EAea - 0 1 ;D1 20 ;D2 400 ;D3 8984 ;D4 200232
bbrkqnrn/pppppppp/8/8/8/8/PPPPPPPP/BBRKQNRN w GCgc - 0 1 ;D1 20 ;D2 400 ;D3 8914 ;D4 197708
brkbqnrn/pppppppp/8/8/8/8/PPPPPPPP/BRKBQNRN w GBgb - 0 1 ;D1 19 ;D2 361 ;D3 7756 ;D4 166124
brkqnbrn/pppppppp/8/8/8/8/PPPPPPPP/BRKQNBRN w GBgb - 0 1 ;D1 19 ;D2 361 ;D3 7771 ;D4 166552
brkqnrnb/pppppppp/8/8/8/8/PPPPPPPP/BRKQNRNB w FBfb - 0 1 ;D1 20 ;D2 400 ;D3 8894 ;D4 196297
rbbkqnrn/pppppppp/8/8/8/8/PPPPPPPP/RBBKQNRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7784 ;D4 166964
rkbbqnrn/pppppppp/8/8/8/8/PPPPPPPP/RKBBQNRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7794 ;D4 167750
rkbqnbrn/pppppppp/8/8/8/8/PPPPPPPP/RKBQNBRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7811 ;D4 168494
rkbqnrnb/pppppppp/8/8/8/8/PPPPPPPP/RKBQNRNB w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 8938 ;D4 199052
rbkqbnrn/pppppppp/8/8/8/8/PPPPPPPP/RBKQBNRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7748 ;D4 165640
rkqbbnrn/pppppppp/8/8/8/8/PPPPPPPP/RKQBBNRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7756 ;D4 166115
rkqnbbrn/pppppppp/8/8/8/8/PPPPPPPP/RKQNBBRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7811 ;D4 168424
rkqnbrnb/pppppppp/8/8/8/8/PPPPPPPP/RKQNBRNB w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 8936 ;D4 198902
rbkqnrbn/pppppppp/8/8/8/8/PPPPPPPP/RBKQNRBN w FAfa - 0 1 ;D1 19 ;D2 361 ;D3 7820 ;D4 168571
rkqbnrbn/pppppppp/8/8/8/8/PPPPPPPP/RKQBNRBN w FAfa - 0 1 ;D1 19 ;D2 361 ;D3 7784 ;D4 166428
rkqnrbbn/pppppppp/8/8/8/8/PPPPPPPP/RKQNRBBN w EAea - 0 1 ;D1 19 ;D2 361 ;D3 7820 ;D4 167920
rkqnrnbb/pppppppp/8/8/8/8/PPPPPPPP/RKQNRNBB w EAea - 0 1 ;D1 20 ;D2 400 ;D3 8986 ;D4 200154
bbrknqrn/pppppppp/8/8/8/8/PPPPPPPP/BBRKNQRN w GCgc - 0 1 ;D1 20 ;D2 400 ;D3 8972 ;D4 200493
brkbnqrn/pppppppp/8/8/8/8/PPPPPPPP/BRKBNQRN w GBgb - 0 1 ;D1 19 ;D2 361 ;D3 7771 ;D4 166548
brknqbrn/pppppppp/8/8/8/8/PPPPPPPP/BRKNQBRN w GBgb - 0 1 ;D1 19 ;D2 361 ;D3 7849 ;D4 170032
brknqrnb/pppppppp/8/8/8/8/PPPPPPPP/BRKNQRNB w FBfb - 0 1 ;D1 20 ;D2 400 ;D3 8974 ;D4 200024
rbbknqrn/pppppppp/8/8/8/8/PPPPPPPP/RBBKNQRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7841 ;D4 169599
rkbbnqrn/pppppppp/8/8/8/8/PPPPPPPP/RKBBNQRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7811 ;D4 168448
rkbnqbrn/pppppppp/8/8/8/8/PPPPPPPP/RKBNQBRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7811 ;D4 168423
rkbnqrnb/pppppppp/8/8/8/8/PPPPPPPP/RKBNQRNB w FAfa - 0 1 ;D1 20 ;D2 400 ;D3 8936 ;D4 198906
rbknbqrn/pppppppp/8/8/8/8/PPPPPPPP/RBKNBQRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7805 ;D4 167928
rknbbqrn/pppppppp/8/8/8/8/PPPPPPPP/RKNBBQRN w GAga - 0 1 ;D1 19 ;D2 361 ;D3 7794 ;D4 167849
